수집날짜,뉴스 보도 날짜,수집국가,제목,내용,링크,언론사
2025-12-19 17:34:46,"Wed, 17 Dec 2025 05:00:25 +0000",en-US,"Street Fighter Hadouken Churros to be launched and eaten in Tokyo, Okami pudding on offer too","Hadouken Pasta also on the menu at themed cafes celebrating Capcom art and history exhibition.

Back in October, video game publisher Capcom caused a stir by teaming up with McDonald’s Japan for a line of Street Fighter hamburgers. It turns out that this was just the beginning of Capcom’s culinary ambitions, though, as it’s got a whole new menu of themed food about to be served up in Tokyo, including hadouken churros!

The Great Capcom Exhibition, also called Capcom Creation, is rolling into Tokyo later this month with displays chronicling the technical and artistic evolutions behind some of the industry’s most enduringly popular series. The Tokyo venue for the traveling event will be Creative Museum Tokyo, located a few blocks east of Tokyo Station, and attached to the event space is a cafe, which will concurrently have a special menu called the Great Capcom Exhibition Food Festival.

Grabbing attention right off the bat are the Hadouken Churros, served in a wrapper showing Street Fighter protagonist Ryu in his classic fireball-launching pose, with a coating of blue chocolate at the tip representing the most famous projectile in the fighting game genre.

Speaking of the hadouken, it’s also the muse for the Hadouken Tomato Pasta.

The styling cue here is the joystick-motion/button-press combination for throwing a hadouken: down, down-forward, and forward with a punch button. While listed as a “pasta” on the menu, the preview photo looks like it might actually be something closer to a risotto, with the sphere at the center of the dish looking like the ball-top of the joysticks that are standard on Japanese arcade game cabinets.

Other highlights of the menu include a hunk of Monster Hunter hamburger steak meat…

…a black pork curry recreating Mega Man’s infamous battle with the Yellow Devil boss in his very first outing on the NES/Famicom…

…a Pheonix Wright bento box with fish, egg, and vegetables covered by a sheet of nori seaweed with cutouts to write the characters 異議あり！, pronounced Igi ari and meaning “Objection!”…

…and a paella inspired by the rural-Spain setting of Resident Evil 4.

As for desserts, the cafe will be happy to whip you up a milky Okami Amaterasu purin (pudding), an Earl Grey Monster Hunter Palico purin…

…or a strawberry sundae, the favorite sweet indulgence of Devil May Cry’s Dante.

Prices for the above main dishes range from 1,890 to 2,980 yen (approximately US$12.50-US$19.50), while the puddings are 1,190 and the strawberry sundae 1,590. Like at a lot of themed cafes in Japan, diners can get character art coasters when placing orders, and in a kindhearted twist, instead of being given out randomly they’re specifically tied to the main dishes and Dante dessert (so, for example, you get the Palico coaster from ordering the Monster Hunter meat, the Ryu one from ordering the Hadouken Pasta, and so on). Spending more than 3,000 yen in total at the cafe also gets you a coaster with all of the characters together.

While tickets are required for the Great Capcom Exhibition itself, you don’t need one to dine at the cafe, and the Hadouken Churros are available to purchase as a takeout item too for 890 yen.

Both the themed cafe and exhibition are scheduled to run from December 20 to February 22.

Related: Great Capcom Exhibition official website, Creative Museum Tokyo official website

Source, images: PR Times

● Want to hear about SoraNews24’s latest articles as soon as they’re published? Follow us on Facebook and Twitter!",https://soranews24.com/2025/12/17/street-fighter-hadouken-churros-to-be-launched-and-eaten-in-tokyo-okami-pudding-on-offer-too/,SoraNews
2025-12-19 17:34:47,"Wed, 17 Dec 2025 03:00:10 +0000",en-US,"Final Fantasy and Shinkansen announce collaboration with in-train audio play, SD art and merch","There ain’t no gettin’ offa this bullet train we’re on, till we get to…Nagoya.

Rail operator JR Central (a.k.a. JR Tokai a.k.a. Central Japan Railway Company) recently announced that they’ll be adding additional bullet trains to the Tokaido Shinkansen route that connects Tokyo, Nagoya, Kyoto, and Osaka. That’s definitely good news for travelers, but not necessarily a development worthy of being called “awesome.” No, for that the Shinkansen would have to have something really cool, like a collaboration with Final Fantasy…

Oh, hey, look at that! Yes, JR Central is indeed teaming up with the cast of Final Fantasy VII, as part of a celebration of the upcoming release of Final Fantasy VII Remake Intergrade for the Switch 2, Xbox, and PCs.

The collaboration consists of four parts, the first of which is a brand-new “voice drama” (audio play) that can only be heard onboard Tokaido Shinkansen trains. The voice drama, featuring the voices of Cloud, Barret, Tifa, Aerith, and Sephiroth, can be listened to by passengers on the Tokaido Shinkansen between January 15 and April 15, using their smartphones after completing an online survey. The story’s prologue reads:

“One night, Cloud had a strange dream. Beckoned by the stars, he couldn’t tell if what he was seeing was reality or an illusion. While chasing after their nemesis Sephiroth, Cloud and his companions stepped through a mysterious dimensional portal, and found themselves in a world they’d never seen before, where another journey begins…”

As an added bonus, after listening to the drama you’ll receive a confirmation screen, which you can show at anime specialty shop Animate’s Animate Nagoya branch to receive one of three acrylic keychains with super-deformed illustrations of the Final Fantasy VII case dressed in JR Central uniforms.

▼ Yes, that is Barret firing a bullet train out of his arm cannon.

Those illustrations will be featured on a whole slew of other items, too, as a Final Fantasy VII Shinkansen merch line will be on offer at Animate Nagoya and the Nagoya City Science Museum starting January 15, with coffee cups, acrylic mini character standees, keyholders, reusable eco shopping bags, rail pass cases, stickers, pins, and a “mini trunk case” (a rectangular zippered case) to choose from.

If you’re up for another sidequest in Nagoya, a digital stamp rally is also part of the collaboration. After checking in on your phone through the campaign site at three locations close to Nagoya Station (the Nagoya City Science Museum, the Chubu Electric Power Mirai Tower, and the Sunshine Sakae entertainment center), you can head to Animate Nagoya and receive an illustrated postcard with a “secret voice” message from Cloud, Tifa, Aerith, and Sephiroth. This message (presumably accessed via a QR code on the postcard’s backside) can be played between January 15 and April 30.

▼ Remember, the Mirai Tower is a Chubu Electric Power facility, not a Shinra Electric Power one, so do not, under any circumstances, attempt to fight the guards to gain experience and treasure.

And last, special digital signage for the collaboration will be appearing at Tokyo Station in the Yaeseu Namboku (“North-South”) Passage from January 19 to 25, and in Nagoya Station’s Chuo (“Central”) Concourse between January 12 and 25.

▼ Also, while not explicitly mentioned in JR Central’s announcement, everyone should always remember that Tifa is Final Fantasy VII’s best female character.

With Nagoya often getting left out of the mix for cool events, it’s nice to see the city get a moment in the pop culture spotlight. And for fans looking for more Final Fantasy fun in Tokyo than just the Tokyo Station digital signage, don’t forget about the Chocobo street sweets in Shinjuku.

Source, images: JR Central

● Want to hear about SoraNews24’s latest articles as soon as they’re published? Follow us on Facebook and Twitter!

Follow Casey on Twitter for more unabashed Tifa favoritism.",https://soranews24.com/2025/12/17/final-fantasy-and-shinkansen-announce-collaboration-with-in-train-audio-play-sd-art-and-merch/,SoraNews
2025-12-19 17:34:48,"Wed, 17 Dec 2025 01:00:57 +0000",en-US,"7-Eleven now sells rice burgers in Japan, blurring the line between fast and convenience store food","Are these two new varieties good enough to take on the fast food game?

7-Eleven is currently bracing for the Japanese cold by upping its winter offerings, and its latest release, the Rice Burger, looks set to warm our bellies while blowing our minds as well. What makes this new product so special is twofold: firstly, rice burgers like these are usually only seen on menus at fast food chains like Lotteria, Mos Burger and McDonald’s. Then there’s the fact that 7-Eleven has a better rice reputation than its competitors Lawson and Family Mart, due to its special “Rice Meister” system which was established in 2015. Carefully selected Rice Meisters who have passed rigorous exams after years of training at partner factories oversee the cooking of rice used by 7-Eleven, so expectations are high for the new burger.

▼ 7-Eleven’s dedication to rice, including its “Rice Meister” system, is introduced in the video below. Don’t forget to turn on English subtitles!

There are two varieties of Rice Burger to choose from: Charcoal-Grilled Beef Kalbi and Teriyaki Chicken and Garlic Mayonnaise. Both contain special “buns” made with rice that has been soaked in soy sauce before being grilled, resulting in a firm exterior that helps the circular disc hold its shape and a moist interior that retains the flavour of the rice.

Oh, and remember when we said it would warm our bellies? Well, 7-Eleven has yet again thought of everything by packaging up the burger in a heat-resistant container so you can heat it up as is.

▼ Once warmed up, the aromas are further enhanced, stimulating your appetite.

The Charcoal-Grilled Beef Kalbi Rice Burger is generously stuffed with plenty of beef kalbi. The juicy beef ribs are slowly grilled over charcoal, bursting with flavour in every bite. The fragrant aroma of the charcoal brings out the sweetness of the meat, and the sweet and spicy sauce gives the burger depth and a lingering finish.

▼ The filling is so voluminous that it overflows from the buns.

The Teriyaki Chicken and Garlic Mayonnaise Rice Burger boasts an addictive garlic flavour. The chicken is thoroughly coated in a sweet and spicy teriyaki sauce, and the rich, punchy flavour of garlic mayonnaise adds an exciting accent, creating an addictive burger that will have you coming back again and again for another bite.

▼ The aroma of garlic rising from the microwave will stimulate your appetite.

Not only does the new burger blur the line between fast and convenience store food, it also blurs the line between rice burger and rice ball, as it uses the same concept as the chain’s “heated rice balls”, which have been incredibly popular since being introduced at 7-Eleven for winter. Positioned as a “Reward Rice Ball” with which to indulge yourself with during a hard day at the office or after returning home through the cold, the new Rice Burgers are set to become a mainstay during the colder months, and if you’ve had a particularly demanding day, you can always add one of the chain’s new matcha burritos to your shopping basket as an extra reward for your efforts.

Photos ©SoraNews24

● Want to hear about SoraNews24’s latest articles as soon as they’re published? Follow us on Facebook and Twitter!",https://soranews24.com/2025/12/17/7-eleven-now-sells-rice-burgers-in-japan-blurring-the-line-between-fast-and-convenience-store-food/,SoraNews
2025-12-19 17:34:49,2025-12-19 16:31:35,Unknown,Japan Approves First-Ever AI Basic Plan,"TOKYO, Dec 19 (News On Japan) - Japan on December 19th approved its first-ever basic plan for artificial intelligence, with Prime Minister Sanae Takaichi vowing to pursue the strategic development of AI while emphasizing reliability as a core Japanese value.

“Our country will strategically develop AI that leverages the high-quality data Japan possesses and embodies the value of trustworthiness,” Takaichi said. “Now is the time to launch a counteroffensive through close cooperation between the public and private sectors.”

The government said the plan is intended to promote the comprehensive use of AI across Japanese society to address a wide range of challenges, positioning the technology as a central pillar of future economic and social policy.

Takaichi also instructed relevant ministers to work toward holding an “AI Summit” in Japan at an early date, signaling Tokyo’s intention to play a leading role in shaping international discussions on artificial intelligence governance and development.

Source: TBS",https://newsonjapan.com/article/147947.php,News On Japan
2025-12-19 17:34:50,2025-12-19 16:29:38,Unknown,Bank of Japan Raises Policy Rate to 0.75%,"TOKYO, Dec 19 (News On Japan) - The Bank of Japan decided on December 19th to raise its policy interest rate to 0.75%, a move expected to have a significant impact on daily life through higher mortgage and deposit rates.

The central bank lifted the policy rate from 0.5% to 0.75%, marking the highest level in about 30 years since 1995. One factor behind the decision is the weak yen and persistent price increases, but markets had largely priced in the rate hike, leaving the yen little changed at around 156 yen to the dollar.

Meanwhile, long-term interest rates, which serve as a benchmark for fixed-rate home loans, temporarily rose above 2%, reaching their highest level in roughly 26 years.

Market attention is now focused on a news conference being held by Governor Ueda Kazuo, with investors eager to hear a clear message on the pace of future rate hikes. Ueda said that given real interest rates remain at extremely low levels, the Bank of Japan will continue to raise the policy rate and adjust the degree of monetary easing in line with improvements in economic and price conditions.

As the briefing continues, the key question is whether Ueda will offer more specific guidance on how quickly the central bank intends to proceed with further interest rate increases.

Source: TBS",https://newsonjapan.com/article/147946.php,News On Japan
2025-12-19 17:34:51,2025-12-19 07:20:51,Unknown,Christmas Cake Prices Surge in Japan as Weak Yen Fuels Inflation Fears,"TOKYO, Dec 19 (News On Japan) - A prolonged weak yen and rising prices are pushing up the cost of everything, from daily necessities to seasonal treats, prompting Japan’s central bank—often described as the nation’s “guardian of prices”—to step in. The Bank of Japan is trying to curb the weak yen and inflation through interest rate hikes, but doubts remain over whether that alone will be enough.

With Christmas just around the corner, cakes are expected to take center stage at holiday tables, yet pastry shops heading into their busiest season say they are increasingly worried about falling sales. At Adria Confectionery, CEO Tetsuro Sato says customers are opting for smaller cakes, reflecting tighter household budgets, adding that cakes, as a discretionary item, are taking one of the hardest hits.

The reason is higher prices. Cake prices have risen by about 150 yen, and even during the Christmas season many customers are choosing smaller sizes or individual slices instead of full cakes. This year’s average price for a Christmas cake stands at 4,740 yen, nearly 900 yen higher than four years ago.

Behind the increases are rising costs for imported ingredients. Belgian chocolate now costs roughly twice as much as it did three years ago, while fruits and nuts are up by 20% to 30%. The driving force is the prolonged weakness of the yen. Sato says the shop has considered switching entirely to domestic ingredients, but that proved difficult, adding that as long as the weak yen persists, ingredient prices will continue to rise.

Over the past five years, the yen has fallen rapidly, sliding from around the 100-yen range to the high 150s against the dollar, touching the 155.90 level recently. Estimates suggest that the weak yen alone has increased the average household burden by about 87,000 yen.

The Bank of Japan is also growing increasingly concerned. Governor Kazuo Ueda said on December 1st that a weaker yen pushes up import prices, which are then passed on domestically, clearly acting as a factor that drives prices higher.

The BOJ’s trump card to halt the weak yen is an interest rate hike. At its monetary policy meeting being held today and tomorrow, the central bank is widely expected to raise its policy rate from around 0.5% to 0.75%. However, skepticism remains in the market. Hajime Kato, chief economist at Totan Research, says markets are questioning whether the BOJ truly has the resolve to stamp out the weak yen and inflation, with many believing the central bank will struggle to continue raising rates, limiting the yen’s upside.

As a result, market attention has already shifted to the timing of any further rate hikes, and it remains unclear whether a single increase will be enough to rein in the weak yen. With currency-driven inflation continuing to build pressure on prices, attention is now focused on how much determination Governor Ueda will signal at his press conference on Friday.",https://newsonjapan.com/article/147945.php,News On Japan
2025-12-19 17:34:52,2025-12-19 07:18:38,Unknown,"Japan to Raise EV Subsidies by 400,000 Yen","TOKYO, Dec 19 (News On Japan) - The Ministry of Economy, Trade and Industry announced that it will increase subsidies for environmentally friendly vehicles such as electric vehicles by 400,000 yen. Under a revision to the clean energy vehicle promotion subsidy program, the ministry said it will raise the maximum subsidy for EVs by 400,000 yen to a ceiling of 1.3 million yen.

At the same time, subsidies for fuel cell vehicles, or FCVs, will be reduced by 1.05 million yen, lowering the maximum amount to 1.5 million yen.

The revision comes after the United States pointed out that Japan’s subsidies for FCVs were comparatively high, with the ministry saying the changes were made to improve fairness among different vehicle types in line with agreements reached in Japan-U.S. tariff negotiations.

The new subsidy levels will apply to vehicles newly registered as new cars on or after January 1 next year.

Source: TBS",https://newsonjapan.com/article/147944.php,News On Japan
2025-12-19 17:34:52,2025-12-19 07:09:55,Unknown,"Kyoto Hotels Drop to 3,000-Yen Nights as Chinese Travel Slows","KYOTO, Dec 19 (News On Japan) - Hotels in major tourist destinations are beginning to change as China’s call for restraint on travel to Japan reduces the number of group tours, with some Kyoto properties now offering rooms for as little as 3,000 yen per night, a level that would have been unthinkable during the recent inbound tourism boom.

Accommodation prices in popular sightseeing areas had surged to the point of being “out of reach” for many travelers due to strong inbound demand, but steep discounts are now spreading, with nightly rates in Kyoto falling below 10,000 yen and some hotels dropping into the 3,000-yen range.

On Komachi Street in Kamakura, Kanagawa Prefecture, which leads to Tsurugaoka Hachimangu and drew more than 15 million visitors last year, shop owners say individual travelers are still plentiful, but organized tour groups from China have noticeably declined. One store selling soft-serve ice cream made with premium matcha said about 70 percent of its foreign customers used to come from China, but recently most overseas visitors have been arriving from other parts of Asia, such as Indonesia.

According to shop staff, the change became clear about a week after China urged its citizens not to travel to Japan, with visitor numbers dropping sharply. In Kamakura, Chinese tourists were the largest group among foreign visitors to the city’s tourist information centers last fiscal year, but numbers have fallen since Chinese leaders’ remarks related to Taiwan prompted Beijing to call for travel restraint to Japan.

Some stores say the impact is unavoidable. Items such as cherry blossom- and yuzu-scented soaps were especially popular with Chinese visitors, but shops report days with no Chinese customers at all. Retailers say sales have taken a significant hit because Chinese tourists previously accounted for a large share of purchases, and there is concern that if the situation drags on into February, when shops typically prepare Chinese-language displays and promotions, the impact could deepen further.

At the same time, some see an upside. With fewer crowds, Kamakura has become easier to walk around on weekdays, making it more comfortable for visitors to browse shops at a relaxed pace.

Changes are also evident in Kyoto, one of Japan’s most popular tourist destinations. Compared with October last year, foot traffic along Kiyomizu-zaka, the approach to Kiyomizu-dera, appears noticeably lighter this December. A shop owner who has operated in the area for nearly a decade said the number of Chinese visitors has dropped by more than 50 percent compared with last year.

Hotel prices reflect the shift. The average room rate at major hotels in Kyoto once dipped during the pandemic but hit a record high of 20,195 yen last year, remaining elevated at 20,601 yen in December. However, a check of current listings on Google Maps shows many centrally located Kyoto hotels now priced below 10,000 yen per night, with some offering rooms in the 3,000-yen range.

A tourist visiting from Tokyo said the prices felt “cheap,” noting that rates were more than 10,000 yen lower than expected and made it easier to stay overnight.

Aviation travel analyst Tori says similar price declines are occurring beyond Kyoto, particularly in urban areas such as Osaka, Nagoya, Hiroshima, Fukuoka, Kanazawa and other cities that typically attract large numbers of Chinese tourists or are served by direct flights from China.

As for how long the lower prices will last, Tori expects them to continue at least until spring. Chinese airlines have already suspended many routes through the end of March, making a rapid recovery in inbound demand from China unlikely before then.

Source: TBS",https://newsonjapan.com/article/147941.php,News On Japan
2025-12-19 17:34:53,2025-12-19 07:07:37,Unknown,Life Sentence Sought for Yamagami in Abe Shooting Case,"NARA, Dec 19 (News On Japan) - Prosecutors have sought a life sentence for Tetsuya Yamagami in the trial over the fatal shooting of former Prime Minister Shinzo Abe, with debate now focusing on how the defendant’s upbringing and alleged religious abuse should influence sentencing in a lay judge trial.

The case had drawn attention over whether prosecutors would seek the death penalty, but instead requested life imprisonment, a move that legal experts have described as appropriate and restrained under existing sentencing standards.

Masataka Kamei, a lawyer commenting on the case, said the prosecution’s request was consistent with the Nagayama criteria, which guide sentencing in capital cases. With one victim killed, the hurdle for seeking the death penalty is high unless the act can be clearly framed as political terrorism. While an attack on the democratic system would be treated as exceptional, Kamei said prosecutors had not established that level of intent, making life imprisonment a reasonable request.

Prosecutors argued that the danger posed by the crime was extreme, noting that Yamagami fired a homemade pipe gun in a setting where many people could have been injured or killed. They cited evidence of planning over several years and a strong intent to kill. They also stressed what they described as a disregard for human life, pointing to the lack of a convincing explanation for why the target shifted from figures linked to the former Unification Church to Abe, calling the act impulsive and self-centered.

Kamei agreed that firing a weapon in a public setting created serious risk and said the planning and intent were particularly striking. He added that while Yamagami’s targets changed over time, suggesting it was not a matter of choosing a single specific individual, this tendency supported the prosecution’s view that the crime reflected a disregard for human life.

Questions have also focused on why Abe became the target. According to court testimony, Yamagami stated that if he could not reach figures associated with the religious group, he decided to attack Abe instead, maintaining that the former prime minister was not his original focus. However, observers noted inconsistencies in his explanations, with some saying he struggled to clearly articulate the shift in motive during questioning.

Another key point raised by prosecutors was the limited prospect of rehabilitation and the need to align the sentence with past precedents. Kamei explained that if rehabilitation were deemed impossible and the risk of reoffending high, prosecutors would typically pursue the death penalty. In this case, however, they appear to have concluded that rehabilitation remains possible, supporting a life sentence. He added that when compared with past cases resulting in life imprisonment, the facts of this case fall squarely within that range.

The defense, by contrast, has argued that a life sentence would be excessively harsh, urging the court to limit punishment to a fixed term of up to 20 years. Central to that argument is Yamagami’s difficult upbringing and his claim of being a victim of religious abuse. Kamei said that while general hardship in childhood is usually not heavily weighed in sentencing, the issue of religious abuse could resonate differently with lay judges, even if professional judges and prosecutors are less likely to be swayed by it.

While acknowledging that a fixed-term sentence remains legally possible, Kamei said he did not believe this was a case suited for such punishment, adding that the prosecution clearly views life imprisonment as appropriate. As this is a lay judge trial, however, the final outcome will depend in part on how ordinary citizens assess the defendant’s background.

During the proceedings, Yamagami chose not to take the witness stand at the final stage, a decision Kamei interpreted as a sign that the defendant had already said what he intended to say. He added that expressions of remorse, while common, were unlikely to affect the outcome in this case.

The defense has also pointed to broader social changes following the crime, including moves to address issues faced by children of religious groups, arguing that society should reflect on the circumstances that led to the act. Prosecutors countered that personal background is unrelated to the victim and cannot justify altering the overall framework of sentencing, stressing that violence is never permissible in a society governed by the rule of law.

With a verdict expected in January, attention is now focused on how lay judges will balance the gravity and danger of the crime against the defendant’s background, a judgment that will determine whether the court ultimately imposes life imprisonment or a lengthy fixed-term sentence.

Source: YOMIURI",https://newsonjapan.com/article/147940.php,News On Japan
2025-12-19 17:34:54,2025-12-19 07:05:29,Unknown,Toyota to Open Immersive Art Museum in Yokohama,"YOKOHAMA, Dec 19 (News On Japan) - The Toyota Group will open a new museum in Yokohama that uses art as a focal point to communicate culture through film and visual media, marking the automaker’s latest cultural initiative beyond mobility.

The destination reached via Toyota’s new mobility concepts is The Movium Yokohama, an art-focused facility created by renovating a cargo warehouse known as an “ueya” at Yamashita Pier, a site that supported Japan’s postwar reconstruction. The museum offers an immersive art experience in which visitors are surrounded by works projected across a vast space of about 1,800 square meters.

Using state-of-the-art sound and visual technology, the facility is equipped with 75 projectors and 27 speakers, creating a fully enveloping environment designed to immerse audiences in moving images and sound.

Akio Toyoda: ""We wanted a cultural facility for the Toyota Group, ideally close to the city, and it was through that thinking that we found a connection with this location.""

Source: テレ東BIZ",https://newsonjapan.com/article/147939.php,News On Japan
2025-12-19 17:34:55,2025-12-19 07:16:57,Unknown,Japan Airlines Warns Against Airline Ticket Resales on Social Media,"TOKYO, Dec 19 (News On Japan) - As the year-end travel season approaches, a growing problem involving airline tickets has begun to surface, drawing attention from major carriers. Last week, Japan Airlines posted a warning on X stating, ""Japan Airlines prohibits the transfer or resale of airline tickets to third parties."" The airline said prohibited acts such as ticket resales and transfers are spreading across social media platforms.

On X, users have been seen posting offers to sell tickets they cannot cancel, with messages such as, ""Non-refundable, looking for someone to take it. Asking 35,000 yen."" Some users have even created hashtags like ""airline ticket transfer"" to facilitate these transactions. One passerby said they had seen such posts before and felt that people were casually passing tickets on to others.

Japan Airlines prohibits the resale or transfer of tickets, but does this constitute a crime. According to lawyer Kitagawa Takahiro, airline terms of service require that only the person named on the ticket may use it, which becomes critically important in the event of an accident or other trouble.

Kitagawa added that if a seller purchases a ticket from the outset with the intention of reselling it, the act could constitute fraud. He also warned that buyers may face legal risks as well, explaining that using a ticket issued in someone else's name, going to the boarding gate, deceiving the airline and receiving its services could amount to fraud against the airline.

Japan Airlines is urging travelers not to resell or transfer airline tickets to third parties.

Source: TBS",https://newsonjapan.com/article/147943.php,News On Japan
2025-12-19 17:34:55,2025-12-19 07:13:46,Unknown,Finnish Prime Minister Apologizes Over Slant-Eye Pose,"TOKYO, Dec 19 (News On Japan) - Finland’s prime minister has apologized to Japan, China and South Korea after photographs posted by Finnish lawmakers featuring a so-called “slant-eye” gesture were widely criticized as discriminatory toward Asians.

The issue has also been prominently covered by major South Korean media outlets.

The controversy began when a woman selected as this year’s Miss Finland posted a photo in which she pulled up her eyelids with her fingers in a gesture associated with racial stereotyping, accompanied by a caption saying she was “having a meal with Chinese people.”

The woman was stripped of her Miss Finland title, but some members of parliament subsequently posted similar “slant-eye” images in what appeared to be an effort to defend her.

In response, Finnish embassies in Japan, China and South Korea posted a statement on social media conveying Prime Minister Orpo’s apology, saying that racism and discrimination of any kind have no place in Finnish society.

Source: TBS",https://newsonjapan.com/article/147942.php,News On Japan
2025-12-19 17:34:56,2025-12-18 13:55:41,Unknown,New Smartphone Competition Law Takes Full Effect,"TOKYO, Dec 18 (News On Japan) - A new law designed to promote free competition in the smartphone app market came into full effect on December 18th, with Apple and Google designated as its primary targets.

Japan’s domestic smartphone market has long been dominated by Apple’s iPhone and Google’s Android platform, which together account for more than 40 million users, creating what critics describe as an oligopolistic structure.

Both companies have faced criticism for offering apps closely linked to their operating systems while prioritizing their own payment systems and restricting access to functions such as GPS for third-party applications.

Under the new law, which was fully enforced from December 18th, Apple and Google are prohibited from obstructing the use of operating system functions and from restricting the use of alternative browser engines and other competing technologies.

For users, the changes mean they will be able to choose which browser to use during operating system updates and in other situations, a move expected to expand choice and competition in the smartphone ecosystem.

Source: TBS",https://newsonjapan.com/article/147935.php,News On Japan
2025-12-19 17:34:57,2025-12-18 13:51:47,Unknown,The White Flag Girl Who Lived Through the Battle of Okinawa,"NAHA, Dec 18 (News On Japan) - As part of a postwar 80th-anniversary project titled “Passing On, Staying Connected,” this article looks back on the Battle of Okinawa through the memories of Higa Tomiko, who survived one of the fiercest ground battles of World War II by holding up a white flag, reflecting on what she saw as a seven-year-old girl who wandered alone through a devastated battlefield and the feelings she now hopes to entrust to future generations.

Barefoot and dressed in torn clothing, the image of a small girl clutching a white flag captures the harsh reality of a child who survived by herself amid relentless fighting, and Higa’s memories trace how she endured those days alone.

Higa, now 87, experienced the Battle of Okinawa 80 years ago when she was just seven.

Higa recalled that she was told the triangular white flag was internationally recognized as a sign of laying down arms, meaning those who raised it would not be killed.

Born in Shuri, Naha, Higa lost her mother to illness and lived with her father and four siblings. As fighting intensified, her father, Naoaki, left home to search for food and never returned, prompting the four remaining children to flee south. Running desperately past scattered bodies, they continued for about 10 days before finally reaching Yonesu Beach in Itoman.

Higa said they arrived at night, surrounded by complete darkness.

Exhausted despite the nearby sound of shelling, she fell asleep, only to wake and find that her brother Naohiro, three years older, lying beside her, had stopped moving. She recalled that when her sister tried to lift him by the head, the back of his head was soaked with blood.

After losing her brother, Higa became separated from her two sisters during evacuation and spent about a month wandering the battlefield alone.

As she was close to losing the will to live, she happened upon a natural cave shelter known as a gama, where she encountered an elderly couple. She recalled hearing a voice over a loudspeaker from outside telling those inside the shelter to come out.

Responding to the call from U.S. forces urging people to come forward, Higa left the cave, leaving behind the physically frail couple.

She said the elderly woman tore a loincloth into a triangle to make a flag, telling her “life is precious,” and adding that while saying such words might sound like avoiding responsibility, she wanted to place her hopes in younger generations and ensure that war would never happen again.

Eighty years after surviving alone on the battlefield, the message entrusted to Higa now asks those who inherit her story what they can do for the future, carrying forward the wish for peace held by a child who once walked through war with nothing but a white flag.

Source: TBS",https://newsonjapan.com/article/147934.php,News On Japan
2025-12-19 17:34:58,2025-12-18 05:51:20,Unknown,Cash-Strapped Shizuoka Prefecture Sells Governor’s Residence,"SHIZUOKA, Dec 18 (News On Japan) - Shizuoka Prefecture announced that it held a public auction on December 16 for the governor’s official residence in Aoi Ward, Shizuoka City, with housing manufacturer Sekisui Heim Tokai winning the bid at 710.35 million yen.

Governor Yasutomo Suzuki decided to sell the official residence, located in Ando 2-chome in Aoi Ward, as part of administrative and fiscal reforms amid severe financial constraints, and the property was put up for auction in November with an estimated price of around 314.15 million yen.

According to the prefecture, 16 companies took part in the bidding, and Sekisui Heim Tokai, a housing manufacturer based in Hamamatsu, secured the property at a price more than double the estimated value.

The prefecture and Sekisui Heim Tokai are expected to sign the sales contract in late December, with registration scheduled to be completed by mid-February 2026.

The governor’s residence is situated in a quiet residential neighborhood and was built in 1988. The site covers approximately 1,430 square meters, and the single-story wooden building has a total floor area of about 330 square meters.

Source: SBSnews6",https://newsonjapan.com/article/147932.php,News On Japan
2025-12-19 17:34:58,2025-12-18 05:46:51,Unknown,Four-Character Idiom of the Year Reflects Rice Shortages,"TOKYO, Dec 18 (News On Japan) - The grand prize has been announced in the annual Creative Four-Character Idiom Awards, which capture the social mood of the year through newly coined expressions, with the winning works unveiled this year through a dynamic calligraphy performance by high school students.

Now in its 36th year, the contest attracted about 24,000 entries from across Japan, with selected works written live on stage by members of the calligraphy performance club at Ueno Gakuin High School. The event drew additional attention when Myakumyaku, the official mascot of the Osaka World Expo, appeared at the venue, joining the students in a performance set to the Expo’s theme song and energizing the audience.

The top prize went to “Kome Funto,” a playful twist on the phrase “Kogun Funto,” meaning a lone struggle, rewritten with the character for old rice. The winning idiom reflects social conditions in 2025, including headlines surrounding rice shortages and the release of government stockpiled rice.

Organizers explained that rice became a major topic of public concern during the year, and the idiom was chosen to capture how staple foods once again played a central role in daily life and national discussion.

Among the other award-winning entries was “Myaku Ten Manten,” a pun combining Myakumyaku with the phrase meaning a perfect score, highlighting the influence of the Expo on the year’s atmosphere. In total, nine works received awards.

One participant said they were surprised at first that the winning idiom was not directly tied to the Expo, but added that the rice issue had become such a major news story that the selection felt fitting and memorable.

Source: Television OSAKA NEWS",https://newsonjapan.com/article/147931.php,News On Japan
2025-12-19 17:34:59,2025-12-18 05:40:30,Unknown,H3 Rocket Launch Halted Seconds Before Liftoff,"KAGOSHIMA, Dec 18 (News On Japan) - The launch of Japan’s H3 Rocket No. 8 was aborted just seconds before liftoff on December 17th at the Tanegashima Space Center in Kagoshima Prefecture after an abnormality was detected in ground equipment, prompting an automatic halt to the countdown 17 seconds before launch.

The rocket had been scheduled to lift off at 11:11 a.m., carrying a Japanese GPS satellite designed to improve positioning accuracy for smartphones and other devices, but the Japan Aerospace Exploration Agency said it decided to cancel the launch immediately after confirming a problem with launch-related facilities.

Following the cancellation, the rocket was moved back from the launch pad to the assembly building, where engineers will conduct a detailed investigation to determine the cause of the malfunction, according to JAXA.

Source: TBS",https://newsonjapan.com/article/147929.php,News On Japan
